fact_sk,snapshot_day,src_region_file,src_file,customer_sk,policy_sk,policy_type_sk,address_sk,total_policy_amt,premium_amt,premium_amt_paid_tilldate,next_premium_dt,actual_premium_paid_dt
934,0,West,Insurance_details_US_West_day0.csv,156.0,918.0,10,1062,400000,60000,60000,2009-06-30,2009-07-20
935,0,West,Insurance_details_US_West_day0.csv,108.0,982.0,2,967,500000,5000,60000,2011-04-01,2011-04-11
936,0,West,Insurance_details_US_West_day0.csv,799.0,1144.0,12,189,200000,2000,72000,2009-01-31,
937,0,West,Insurance_details_US_West_day0.csv,1095.0,1091.0,2,319,500000,5000,60000,2014-04-01,2014-04-11
938,0,West,Insurance_details_US_West_day0.csv,893.0,1052.0,2,600,500000,5000,60000,2012-03-31,2012-04-10
939,0,West,Insurance_details_US_West_day0.csv,1047.0,1077.0,2,829,500000,5000,60000,2018-04-01,2018-04-11
940,0,West,Insurance_details_US_West_day0.csv,215.0,994.0,2,456,500000,5000,60000,2012-03-31,2012-04-10
941,0,West,Insurance_details_US_West_day0.csv,1061.0,964.0,10,704,400000,60000,60000,2013-06-30,2013-07-20
942,0,West,Insurance_details_US_West_day0.csv,936.0,1058.0,2,662,500000,5000,60000,2014-04-01,2014-04-11
943,0,West,Insurance_details_US_West_day0.csv,347.0,923.0,10,782,400000,60000,60000,2015-06-30,2015-07-20
944,0,West,Insurance_details_US_West_day0.csv,981.0,958.0,10,654,400000,60000,60000,2015-06-30,2015-07-20
945,0,West,Insurance_details_US_West_day0.csv,23.0,903.0,10,209,400000,60000,60000,2014-06-30,2014-07-20
946,0,West,Insurance_details_US_West_day0.csv,1035.0,963.0,10,723,400000,60000,60000,2011-06-30,2011-07-20
947,0,West,Insurance_details_US_West_day0.csv,288.0,998.0,2,180,500000,5000,60000,2011-04-01,2011-04-11
948,0,West,Insurance_details_US_West_day0.csv,731.0,1035.0,2,75,500000,5000,60000,2009-04-01,2009-04-11
949,0,West,Insurance_details_US_West_day0.csv,376.0,928.0,10,24,400000,60000,60000,2008-06-29,2008-07-19
950,0,West,Insurance_details_US_West_day0.csv,550.0,1014.0,2,695,500000,5000,60000,2015-04-01,2015-04-11
951,0,West,Insurance_details_US_West_day0.csv,418.0,1008.0,2,890,500000,5000,60000,2016-03-31,2016-04-10
952,0,West,Insurance_details_US_West_day0.csv,1012.0,961.0,10,803,400000,60000,60000,2015-06-30,2015-07-20
953,0,West,Insurance_details_US_West_day0.csv,1067.0,1082.0,2,1,500000,5000,60000,2006-04-01,2006-04-11
954,0,West,Insurance_details_US_West_day0.csv,313.0,1123.0,12,916,200000,2000,72000,2015-01-31,
955,0,West,Insurance_details_US_West_day0.csv,44.0,978.0,2,894,500000,5000,60000,2016-03-31,2016-04-10
956,0,West,Insurance_details_US_West_day0.csv,874.0,1051.0,2,934,500000,5000,60000,2013-04-01,2013-04-11
957,0,West,Insurance_details_US_West_day0.csv,1074.0,1083.0,2,563,500000,5000,60000,2015-04-01,2015-04-11
958,0,West,Insurance_details_US_West_day0.csv,500.0,933.0,10,1042,400000,60000,60000,2012-06-29,2012-07-19
959,0,West,Insurance_details_US_West_day0.csv,116.0,915.0,10,293,400000,60000,60000,2012-06-29,2012-07-19
960,0,West,Insurance_details_US_West_day0.csv,748.0,1038.0,2,1118,500000,5000,60000,2016-03-31,2016-04-10
961,0,West,Insurance_details_US_West_day0.csv,523.0,1012.0,2,123,500000,5000,60000,2014-04-01,2014-04-11
962,0,West,Insurance_details_US_West_day0.csv,688.0,940.0,10,64,400000,60000,60000,2009-06-30,2009-07-20
963,0,West,Insurance_details_US_West_day0.csv,578.0,1018.0,2,161,500000,5000,60000,2010-04-01,2010-04-11
964,0,West,Insurance_details_US_West_day0.csv,299.0,999.0,2,131,500000,5000,60000,2014-04-01,2014-04-11
965,0,West,Insurance_details_US_West_day0.csv,624.0,1024.0,2,701,500000,5000,60000,2015-04-01,2015-04-11
966,0,West,Insurance_details_US_West_day0.csv,59.0,1109.0,8,508,500000,5000,60000,2012-03-31,2012-04-10
967,0,West,Insurance_details_US_West_day0.csv,761.0,944.0,10,449,400000,60000,60000,2011-06-30,2011-07-20
968,0,West,Insurance_details_US_West_day0.csv,361.0,1127.0,12,709,200000,2000,72000,2011-01-31,
969,0,West,Insurance_details_US_West_day0.csv,966.0,1064.0,2,109,500000,5000,60000,2011-04-01,2011-04-11
970,0,West,Insurance_details_US_West_day0.csv,906.0,1054.0,2,937,500000,5000,60000,2010-04-01,2010-04-11
971,0,West,Insurance_details_US_West_day0.csv,617.0,1023.0,2,1076,500000,5000,60000,2010-04-02,2010-04-12
972,0,West,Insurance_details_US_West_day0.csv,580.0,1133.0,12,17,200000,2000,72000,2010-02-02,
973,0,West,Insurance_details_US_West_day0.csv,1011.0,960.0,10,539,400000,60000,60000,2010-06-30,2010-07-20
974,0,West,Insurance_details_US_West_day0.csv,1081.0,1086.0,2,330,500000,5000,60000,2011-04-01,2011-04-11
975,0,West,Insurance_details_US_West_day0.csv,115.0,1117.0,12,152,200000,2000,72000,2011-01-31,
976,0,West,Insurance_details_US_West_day0.csv,369.0,1007.0,2,1004,500000,5000,60000,2010-04-02,2010-04-12
977,0,West,Insurance_details_US_West_day0.csv,817.0,1044.0,2,862,500000,5000,60000,2011-04-01,2011-04-11
978,0,West,Insurance_details_US_West_day0.csv,941.0,1059.0,2,696,500000,5000,60000,2012-03-31,2012-04-10
979,0,West,Insurance_details_US_West_day0.csv,1072.0,969.0,10,807,400000,60000,60000,2010-06-30,2010-07-20
980,0,West,Insurance_details_US_West_day0.csv,236.0,996.0,2,459,500000,5000,60000,2011-04-01,2011-04-11
981,0,West,Insurance_details_US_West_day0.csv,480.0,932.0,10,164,400000,60000,60000,2011-06-30,2011-07-20
982,0,West,Insurance_details_US_West_day0.csv,1103.0,970.0,10,610,400000,60000,60000,2014-06-30,2014-07-20
983,0,West,Insurance_details_US_West_day0.csv,21.0,976.0,2,568,500000,5000,60000,2014-04-01,2014-04-11
984,0,West,Insurance_details_US_West_day0.csv,930.0,1057.0,2,356,500000,5000,60000,2012-03-31,2012-04-10
985,0,West,Insurance_details_US_West_day0.csv,718.0,1034.0,2,734,500000,5000,60000,2009-04-01,2009-04-11
986,0,West,Insurance_details_US_West_day0.csv,432.0,931.0,10,585,400000,60000,60000,2011-06-30,2011-07-20
987,0,West,Insurance_details_US_West_day0.csv,71.0,911.0,10,467,400000,60000,60000,2013-06-30,2013-07-20
988,0,West,Insurance_details_US_West_day0.csv,1144.0,1159.0,12,707,200000,2000,72000,2011-01-31,
989,0,West,Insurance_details_US_West_day0.csv,960.0,1063.0,2,269,500000,5000,60000,2011-04-01,2011-04-11
990,0,West,Insurance_details_US_West_day0.csv,837.0,949.0,10,619,400000,60000,60000,2011-06-30,2011-07-20
991,0,West,Insurance_details_US_West_day0.csv,145.0,916.0,10,98,400000,60000,60000,2011-06-30,2011-07-20
992,0,West,Insurance_details_US_West_day0.csv,1066.0,966.0,10,634,400000,60000,60000,2013-06-30,2013-07-20
993,0,West,Insurance_details_US_West_day0.csv,287.0,1122.0,12,237,200000,2000,72000,2011-01-31,
994,0,West,Insurance_details_US_West_day0.csv,506.0,1132.0,12,998,200000,2000,72000,2009-01-31,
995,0,West,Insurance_details_US_West_day0.csv,1094.0,1090.0,2,422,500000,5000,60000,2009-04-01,2009-04-11
996,0,West,Insurance_details_US_West_day0.csv,1122.0,1096.0,2,636,500000,5000,60000,2011-04-01,2011-04-11
997,0,West,Insurance_details_US_West_day0.csv,673.0,1028.0,2,878,500000,5000,60000,2009-04-01,2009-04-11
998,0,West,Insurance_details_US_West_day0.csv,106.0,1116.0,12,39,200000,2000,72000,2010-01-31,
999,0,West,Insurance_details_US_West_day0.csv,310.0,1001.0,2,381,500000,5000,60000,2009-04-01,2009-04-11
1000,0,West,Insurance_details_US_West_day0.csv,43.0,905.0,10,493,400000,60000,60000,2011-06-30,2011-07-20
1001,0,West,Insurance_details_US_West_day0.csv,1033.0,1073.0,2,334,500000,5000,60000,2018-04-01,2018-04-11
1002,0,West,Insurance_details_US_West_day0.csv,977.0,1067.0,2,680,500000,5000,60000,2009-04-01,2009-04-11
1003,0,West,Insurance_details_US_West_day0.csv,798.0,1143.0,12,778,200000,2000,72000,2011-01-31,
1004,0,West,Insurance_details_US_West_day0.csv,862.0,1048.0,2,1087,500000,5000,60000,2014-04-01,2014-04-11
1005,0,West,Insurance_details_US_West_day0.csv,346.0,1004.0,2,750,500000,5000,60000,2016-03-31,2016-04-10
1006,0,West,Insurance_details_US_West_day0.csv,608.0,1021.0,2,122,500000,5000,60000,2014-04-01,2014-04-11
1007,0,West,Insurance_details_US_West_day0.csv,999.0,1069.0,2,681,500000,5000,60000,2012-03-31,2012-04-10
1008,0,West,Insurance_details_US_West_day0.csv,121.0,985.0,2,1109,500000,5000,60000,2014-04-01,2014-04-11
1009,0,West,Insurance_details_US_West_day0.csv,173.0,992.0,2,130,500000,5000,60000,2009-04-01,2009-04-11
1010,0,West,Insurance_details_US_West_day0.csv,649.0,939.0,10,692,400000,60000,120000,2017-06-30,2017-07-20
1011,0,West,Insurance_details_US_West_day0.csv,415.0,930.0,10,673,400000,60000,120000,2017-06-30,2017-07-20
1012,0,West,Insurance_details_US_West_day0.csv,679.0,1032.0,2,145,500000,5000,60000,2018-04-01,2018-04-11
1013,0,West,Insurance_details_US_West_day0.csv,873.0,1050.0,2,440,500000,5000,60000,2010-04-01,2010-04-11
1014,0,West,Insurance_details_US_West_day0.csv,1046.0,1076.0,2,892,500000,5000,60000,2015-04-01,2015-04-11
1015,0,West,Insurance_details_US_West_day0.csv,571.0,1017.0,2,979,500000,5000,60000,2009-04-01,2009-04-11
1016,0,West,Insurance_details_US_West_day0.csv,233.0,995.0,2,737,500000,5000,60000,2008-03-31,2008-04-10
1017,0,West,Insurance_details_US_West_day0.csv,155.0,991.0,2,627,500000,5000,60000,2009-04-01,2009-04-11
1018,0,West,Insurance_details_US_West_day0.csv,712.0,942.0,10,525,400000,60000,60000,2014-06-30,2014-07-20
1019,0,West,Insurance_details_US_West_day0.csv,549.0,1013.0,2,772,500000,5000,60000,2012-03-31,2012-04-10
1020,0,West,Insurance_details_US_West_day0.csv,1132.0,1098.0,2,481,500000,5000,60000,2011-04-01,2011-04-11
1021,0,West,Insurance_details_US_West_day0.csv,1052.0,1080.0,2,1107,500000,5000,60000,2013-04-01,2013-04-11
1022,0,West,Insurance_details_US_West_day0.csv,747.0,1037.0,2,999,500000,5000,60000,2015-04-01,2015-04-11
1023,0,West,Insurance_details_US_West_day0.csv,850.0,950.0,10,280,400000,60000,60000,2009-06-30,2009-07-20
1024,0,West,Insurance_details_US_West_day0.csv,1104.0,1156.0,12,884,200000,2000,72000,2017-01-31,
1025,0,West,Insurance_details_US_West_day0.csv,996.0,1160.0,14,1007,200000,2000,72000,2010-01-31,
1026,0,West,Insurance_details_US_West_day0.csv,996.0,1153.0,12,1007,200000,2000,72000,2010-01-31,
1027,0,West,Insurance_details_US_West_day0.csv,970.0,1065.0,2,1051,500000,5000,60000,2008-03-31,2008-04-10
1028,0,West,Insurance_details_US_West_day0.csv,932.0,955.0,10,204,400000,60000,60000,2006-06-30,2006-07-20
1029,0,West,Insurance_details_US_West_day0.csv,1121.0,971.0,10,1116,400000,60000,60000,2011-06-30,2011-07-20
1030,0,West,Insurance_details_US_West_day0.csv,925.0,1055.0,2,983,500000,5000,60000,2012-04-01,2012-04-11
1031,0,West,Insurance_details_US_West_day0.csv,202.0,993.0,2,326,500000,5000,60000,2010-04-01,2010-04-11
1032,0,West,Insurance_details_US_West_day0.csv,672.0,1140.0,12,823,200000,2000,72000,2012-01-31,
1033,0,West,Insurance_details_US_West_day0.csv,962.0,1102.0,3,994,500000,5000,60000,2011-04-01,2011-04-11
1034,0,West,Insurance_details_US_West_day0.csv,890.0,1106.0,6,106,500000,5000,60000,2014-04-01,2014-04-11
1035,0,West,Insurance_details_US_West_day0.csv,118.0,1107.0,7,126,500000,5000,60000,2011-04-01,2011-04-11
1036,0,West,Insurance_details_US_West_day0.csv,59.0,1112.0,9,222,500000,5000,60000,2013-04-01,2013-04-11
1037,0,West,Insurance_details_US_West_day0.csv,139.0,986.0,2,1074,500000,5000,60000,2010-04-01,2010-04-11
1038,0,West,Insurance_details_US_West_day0.csv,64.0,908.0,10,210,400000,60000,60000,2011-07-01,2011-07-21
1039,0,West,Insurance_details_US_West_day0.csv,553.0,1016.0,2,76,500000,5000,60000,2014-04-01,2014-04-11
1040,0,West,Insurance_details_US_West_day0.csv,1034.0,1074.0,2,653,500000,5000,60000,2010-04-01,2010-04-11
1041,0,West,Insurance_details_US_West_day0.csv,82.0,912.0,10,601,400000,60000,60000,2011-06-30,2011-07-20
1042,0,West,Insurance_details_US_West_day0.csv,367.0,926.0,10,977,400000,60000,60000,2013-06-30,2013-07-20
1043,0,West,Insurance_details_US_West_day0.csv,325.0,1124.0,12,444,200000,2000,72000,2015-01-31,
1044,0,West,Insurance_details_US_West_day0.csv,67.0,909.0,10,820,400000,60000,60000,2019-06-30,2019-07-20
1045,0,West,Insurance_details_US_West_day0.csv,967.0,957.0,10,216,400000,60000,60000,2016-06-29,2016-07-19
1046,0,West,Insurance_details_US_West_day0.csv,897.0,1053.0,2,1018,500000,5000,60000,2017-04-01,2017-04-11
1047,0,West,Insurance_details_US_West_day0.csv,57.0,979.0,2,982,500000,5000,60000,2011-04-01,2011-04-11
1048,0,West,Insurance_details_US_West_day0.csv,962.0,1104.0,4,1095,400000,60000,120000,2012-06-29,2012-07-19
1049,0,West,Insurance_details_US_West_day0.csv,1040.0,1075.0,2,89,500000,5000,60000,2018-04-01,2018-04-11
1050,0,West,Insurance_details_US_West_day0.csv,551.0,1015.0,2,4,500000,5000,60000,2012-03-31,2012-04-10
1051,0,West,Insurance_details_US_West_day0.csv,149.0,917.0,10,315,400000,60000,60000,2011-06-30,2011-07-20
1052,0,West,Insurance_details_US_West_day0.csv,142.0,1118.0,12,45,200000,2000,72000,2011-02-02,
1053,0,West,Insurance_details_US_West_day0.csv,660.0,1026.0,2,915,500000,5000,60000,2011-04-05,2011-04-15
1054,0,West,Insurance_details_US_West_day0.csv,113.0,914.0,10,987,400000,60000,60000,2010-06-30,2010-07-20
1055,0,West,Insurance_details_US_West_day0.csv,547.0,935.0,10,529,400000,60000,60000,2011-06-30,2011-07-20
1056,0,West,Insurance_details_US_West_day0.csv,341.0,1002.0,2,649,500000,5000,60000,2010-04-01,2010-04-11
1057,0,West,Insurance_details_US_West_day0.csv,955.0,1061.0,2,308,500000,5000,60000,2010-04-01,2010-04-11
1058,0,West,Insurance_details_US_West_day0.csv,1090.0,1088.0,2,183,500000,5000,60000,2011-04-01,2011-04-11
1059,0,West,Insurance_details_US_West_day0.csv,305.0,922.0,10,947,400000,60000,60000,2011-07-01,2011-07-21
1060,0,West,Insurance_details_US_West_day0.csv,342.0,1125.0,12,831,200000,2000,72000,2012-01-31,
1061,0,West,Insurance_details_US_West_day0.csv,495.0,1131.0,12,168,200000,2000,72000,2013-01-31,
1062,0,West,Insurance_details_US_West_day0.csv,695.0,1033.0,2,930,500000,5000,60000,2011-04-01,2011-04-11
1063,0,West,Insurance_details_US_West_day0.csv,381.0,929.0,10,322,400000,60000,60000,2011-06-30,2011-07-20
1064,0,West,Insurance_details_US_West_day0.csv,512.0,1011.0,2,1138,500000,5000,60000,2011-04-01,2011-04-11
1065,0,West,Insurance_details_US_West_day0.csv,875.0,953.0,10,115,400000,60000,60000,2013-06-30,2013-07-20
1066,0,West,Insurance_details_US_West_day0.csv,766.0,1142.0,12,225,200000,2000,72000,2012-01-31,
1067,0,West,Insurance_details_US_West_day0.csv,983.0,1068.0,2,579,500000,5000,60000,2013-04-01,2013-04-11
1068,0,West,Insurance_details_US_West_day0.csv,426.0,1009.0,2,104,500000,5000,60000,2010-04-01,2010-04-11
1069,0,West,Insurance_details_US_West_day0.csv,630.0,1136.0,12,135,200000,2000,72000,2011-01-31,
1070,0,West,Insurance_details_US_West_day0.csv,1076.0,1084.0,2,303,500000,5000,60000,2010-04-01,2010-04-11
1071,0,West,Insurance_details_US_West_day0.csv,68.0,980.0,2,509,500000,5000,60000,2010-04-01,2010-04-11
1072,0,West,Insurance_details_US_West_day0.csv,1048.0,1078.0,2,1056,500000,5000,60000,2012-03-31,2012-04-10
1073,0,West,Insurance_details_US_West_day0.csv,810.0,1042.0,2,706,500000,5000,60000,2019-04-01,2019-04-11
1074,0,West,Insurance_details_US_West_day0.csv,828.0,948.0,10,316,400000,60000,60000,2010-06-30,2010-07-20
1075,0,West,Insurance_details_US_West_day0.csv,117.0,984.0,2,354,500000,5000,60000,2011-04-01,2011-04-11
1076,0,West,Insurance_details_US_West_day0.csv,1119.0,1157.0,12,711,200000,2000,72000,2019-01-31,
1077,0,West,Insurance_details_US_West_day0.csv,268.0,920.0,10,492,400000,60000,60000,2007-06-30,2007-07-20
1078,0,West,Insurance_details_US_West_day0.csv,36.0,977.0,2,176,500000,5000,60000,2013-04-01,2013-04-11
1079,0,West,Insurance_details_US_West_day0.csv,975.0,1151.0,12,223,200000,2000,72000,2013-01-31,
1080,0,West,Insurance_details_US_West_day0.csv,1017.0,962.0,10,111,400000,60000,60000,2019-06-30,2019-07-20
1081,0,West,Insurance_details_US_West_day0.csv,1096.0,1092.0,2,500,500000,5000,60000,2007-04-01,2007-04-11
1082,0,West,Insurance_details_US_West_day0.csv,937.0,956.0,10,387,400000,60000,60000,2015-06-30,2015-07-20
1083,0,West,Insurance_details_US_West_day0.csv,634.0,1137.0,12,532,200000,2000,72000,2008-01-31,
1084,0,West,Insurance_details_US_West_day0.csv,612.0,1022.0,2,774,500000,5000,60000,2008-03-31,2008-04-10
1085,0,West,Insurance_details_US_West_day0.csv,1062.0,965.0,10,1069,400000,60000,60000,2018-06-30,2018-07-20
1086,0,West,Insurance_details_US_West_day0.csv,677.0,1030.0,2,344,500000,5000,60000,2008-03-31,2008-04-10
1087,0,West,Insurance_details_US_West_day0.csv,752.0,1039.0,2,1093,500000,5000,60000,2013-04-01,2013-04-11
1088,0,West,Insurance_details_US_West_day0.csv,19.0,974.0,2,466,500000,5000,60000,2007-04-01,2007-04-11
1089,0,West,Insurance_details_US_West_day0.csv,364.0,1006.0,2,101,500000,5000,60000,2012-03-31,2012-04-10
1090,0,West,Insurance_details_US_West_day0.csv,868.0,951.0,10,1142,400000,60000,60000,2009-06-30,2009-07-20
1091,0,West,Insurance_details_US_West_day0.csv,1140.0,1100.0,2,374,500000,5000,60000,2010-04-01,2010-04-11
1092,0,West,Insurance_details_US_West_day0.csv,814.0,946.0,10,79,400000,60000,60000,2008-06-29,2008-07-19
1093,0,West,Insurance_details_US_West_day0.csv,1002.0,1071.0,2,684,500000,5000,60000,2013-04-01,2013-04-11
1094,0,West,Insurance_details_US_West_day0.csv,1127.0,1097.0,2,302,500000,5000,60000,2012-03-31,2012-04-10
1095,0,West,Insurance_details_US_West_day0.csv,745.0,943.0,10,770,400000,60000,60000,2010-06-30,2010-07-20
1096,0,West,Insurance_details_US_West_day0.csv,101.0,981.0,2,598,500000,5000,60000,2007-04-01,2007-04-11
1097,0,West,Insurance_details_US_West_day0.csv,227.0,1121.0,12,171,200000,2000,72000,2018-01-31,
1098,0,West,Insurance_details_US_West_day0.csv,1069.0,967.0,10,813,400000,60000,60000,2007-06-30,2007-07-20
1099,0,West,Insurance_details_US_West_day0.csv,843.0,1046.0,2,1136,500000,5000,60000,2013-04-01,2013-04-11
1100,0,West,Insurance_details_US_West_day0.csv,899.0,1147.0,12,230,200000,2000,72000,2008-01-31,
1101,0,West,Insurance_details_US_West_day0.csv,45.0,906.0,10,461,400000,60000,120000,2017-06-30,2017-07-20
1102,0,West,Insurance_details_US_West_day0.csv,910.0,1149.0,12,202,200000,2000,72000,2015-01-31,
1103,0,West,Insurance_details_US_West_day0.csv,165.0,1119.0,12,1108,200000,2000,72000,2017-01-31,
1104,0,West,Insurance_details_US_West_day0.csv,349.0,924.0,10,1068,400000,60000,120000,2017-06-30,2017-07-20
1105,0,West,Insurance_details_US_West_day0.csv,587.0,1134.0,12,718,200000,2000,72000,2019-01-31,
1106,0,West,Insurance_details_US_West_day0.csv,962.0,1105.0,5,928,500000,5000,60000,2013-04-01,2013-04-11
1107,0,West,Insurance_details_US_West_day0.csv,816.0,1043.0,2,661,500000,5000,60000,2015-04-01,2015-04-11
1108,0,West,Insurance_details_US_West_day0.csv,516.0,934.0,10,35,400000,60000,60000,2018-06-30,2018-07-20
1109,0,West,Insurance_details_US_West_day0.csv,872.0,952.0,10,786,400000,60000,60000,2012-06-30,2012-07-20
1110,0,West,Insurance_details_US_West_day0.csv,1018.0,1072.0,2,1079,500000,5000,60000,2011-04-06,2011-04-16
1111,0,West,Insurance_details_US_West_day0.csv,69.0,910.0,10,672,400000,60000,60000,2013-07-03,2013-07-23
1112,0,West,Insurance_details_US_West_day0.csv,1141.0,1158.0,12,1085,200000,2000,72000,2013-02-05,
1113,0,West,Insurance_details_US_West_day0.csv,635.0,1025.0,2,427,500000,5000,60000,2011-04-01,2011-04-11
1114,0,West,Insurance_details_US_West_day0.csv,678.0,1031.0,2,16,500000,5000,60000,2010-04-01,2010-04-11
1115,0,West,Insurance_details_US_West_day0.csv,928.0,1056.0,2,474,500000,5000,60000,2010-04-03,2010-04-13
1116,0,West,Insurance_details_US_West_day0.csv,235.0,919.0,10,740,400000,60000,60000,2010-06-30,2010-07-20
1117,0,West,Insurance_details_US_West_day0.csv,1010.0,1154.0,12,542,200000,2000,72000,2011-02-05,
1118,0,West,Insurance_details_US_West_day0.csv,878.0,1146.0,12,637,200000,2000,72000,2010-01-31,
1119,0,West,Insurance_details_US_West_day0.csv,344.0,1126.0,12,952,200000,2000,72000,2011-02-01,
1120,0,West,Insurance_details_US_West_day0.csv,771.0,1041.0,2,165,500000,5000,60000,2011-04-01,2011-04-11
1121,0,West,Insurance_details_US_West_day0.csv,502.0,1010.0,2,1019,500000,5000,60000,2010-04-01,2010-04-11
1122,0,West,Insurance_details_US_West_day0.csv,1079.0,1085.0,2,205,500000,5000,60000,2012-03-31,2012-04-10
1123,0,West,Insurance_details_US_West_day0.csv,1065.0,1081.0,2,185,500000,5000,60000,2010-04-01,2010-04-11
1124,0,West,Insurance_details_US_West_day0.csv,938.0,1150.0,12,703,200000,2000,72000,2013-01-31,
1125,0,West,Insurance_details_US_West_day0.csv,1091.0,1089.0,2,46,500000,5000,60000,2009-04-01,2009-04-11
1126,0,West,Insurance_details_US_West_day0.csv,1071.0,968.0,10,613,400000,60000,60000,2012-06-29,2012-07-19
1127,0,West,Insurance_details_US_West_day0.csv,998.0,959.0,10,349,400000,60000,60000,2010-06-30,2010-07-20
1128,0,West,Insurance_details_US_West_day0.csv,306.0,1000.0,2,116,500000,5000,60000,2012-03-31,2012-04-10
1129,0,West,Insurance_details_US_West_day0.csv,368.0,927.0,10,121,400000,60000,60000,2010-06-30,2010-07-20
1130,0,West,Insurance_details_US_West_day0.csv,570.0,937.0,10,817,400000,60000,60000,2009-06-30,2009-07-20
1131,0,West,Insurance_details_US_West_day0.csv,144.0,988.0,2,201,500000,5000,60000,2010-04-01,2010-04-11
1132,0,West,Insurance_details_US_West_day0.csv,20.0,975.0,2,1043,500000,5000,60000,2010-04-01,2010-04-11
1133,0,West,Insurance_details_US_West_day0.csv,956.0,1062.0,2,43,500000,5000,60000,2013-04-01,2013-04-11
1134,0,West,Insurance_details_US_West_day0.csv,665.0,1027.0,2,992,500000,5000,60000,2017-04-01,2017-04-11
1135,0,West,Insurance_details_US_West_day0.csv,1049.0,1079.0,2,257,500000,5000,60000,2009-04-01,2009-04-11
1136,0,West,Insurance_details_US_West_day0.csv,1128.0,973.0,10,19,400000,60000,60000,2011-06-30,2011-07-20
1137,0,West,Insurance_details_US_West_day0.csv,42.0,904.0,10,438,400000,60000,60000,2018-06-30,2018-07-20
1138,0,West,Insurance_details_US_West_day0.csv,150.0,990.0,2,804,500000,5000,60000,2017-04-01,2017-04-11
1139,0,West,Insurance_details_US_West_day0.csv,357.0,925.0,10,959,400000,60000,60000,2010-06-30,2010-07-20
1140,0,West,Insurance_details_US_West_day0.csv,848.0,1047.0,2,827,500000,5000,60000,2017-04-01,2017-04-11
1141,0,West,Insurance_details_US_West_day0.csv,746.0,1036.0,2,365,500000,5000,60000,2018-04-01,2018-04-11
1142,0,West,Insurance_details_US_West_day0.csv,278.0,921.0,10,989,400000,60000,60000,2018-06-30,2018-07-20
1143,0,West,Insurance_details_US_West_day0.csv,548.0,936.0,10,1061,400000,60000,60000,2018-06-30,2018-07-20
1144,0,West,Insurance_details_US_West_day0.csv,46.0,907.0,10,207,400000,60000,60000,2008-06-29,2008-07-19
1145,0,West,Insurance_details_US_West_day0.csv,645.0,1138.0,12,36,200000,2000,72000,2011-01-31,
1146,0,West,Insurance_details_US_West_day0.csv,1041.0,1155.0,12,559,200000,2000,72000,2016-01-31,
1147,0,West,Insurance_details_US_West_day0.csv,876.0,954.0,10,453,400000,60000,60000,2019-06-30,2019-07-20
1148,0,West,Insurance_details_US_West_day0.csv,1102.0,1093.0,2,929,500000,5000,60000,2018-04-01,2018-04-11
1149,0,West,Insurance_details_US_West_day0.csv,450.0,1129.0,12,904,200000,2000,72000,2015-01-31,
1150,0,West,Insurance_details_US_West_day0.csv,836.0,1145.0,12,728,200000,2000,72000,2009-01-31,
1151,0,West,Insurance_details_US_West_day0.csv,114.0,983.0,2,1124,500000,5000,60000,2006-04-01,2006-04-11
1152,0,West,Insurance_details_US_West_day0.csv,700.0,941.0,10,1155,400000,60000,60000,2010-06-30,2010-07-20
1153,0,West,Insurance_details_US_West_day0.csv,345.0,1003.0,2,816,500000,5000,60000,2010-04-01,2010-04-11
1154,0,West,Insurance_details_US_West_day0.csv,614.0,1135.0,12,405,200000,2000,72000,2011-01-31,
1155,0,West,Insurance_details_US_West_day0.csv,600.0,1020.0,2,138,500000,5000,60000,2015-04-01,2015-04-11
1156,0,West,Insurance_details_US_West_day0.csv,759.0,1141.0,12,811,200000,2000,72000,2008-01-31,
1157,0,West,Insurance_details_US_West_day0.csv,1120.0,1095.0,2,102,500000,5000,60000,2009-04-01,2009-04-11
1158,0,West,Insurance_details_US_West_day0.csv,397.0,1128.0,12,366,200000,2000,72000,2016-01-31,
1159,0,West,Insurance_details_US_West_day0.csv,168.0,1120.0,12,377,200000,2000,72000,2011-01-31,
1160,0,West,Insurance_details_US_West_day0.csv,103.0,913.0,10,113,400000,60000,60000,2016-06-29,2016-07-19
1161,0,West,Insurance_details_US_West_day0.csv,976.0,1152.0,12,867,200000,2000,72000,2014-01-31,
1162,1,West,Insurance_details_US_West_day1.csv,963.0,1104.0,4,1095,400000,60000,120000,2012-06-29,2012-09-29
1163,1,West,Insurance_details_US_West_day1.csv,891.0,1108.0,7,383,500000,5000,60000,2015-04-01,2015-07-01
1164,1,West,Insurance_details_US_West_day1.csv,119.0,1110.0,8,556,500000,5000,60000,2012-03-31,2012-12-31
1165,1,West,Insurance_details_US_West_day1.csv,60.0,1113.0,9,251,500000,5000,60000,2014-04-01,2014-12-01
1166,1,West,Insurance_details_US_West_day1.csv,91.0,1113.0,9,614,500000,5000,60000,2014-04-01,2014-12-01
1167,2,West,Insurance_details_US_West_day2.csv,964.0,1105.0,5,993,500000,5000,60000,2013-04-01,2013-09-01
1168,2,West,Insurance_details_US_West_day2.csv,892.0,1111.0,8,383,500000,5000,60000,2016-03-31,2016-12-31
1169,2,West,Insurance_details_US_West_day2.csv,120.0,1114.0,9,875,500000,5000,60000,2013-04-01,2013-10-01
1170,2,West,Insurance_details_US_West_day2.csv,61.0,1103.0,3,828,500000,5000,60000,2015-04-01,2015-07-01
